id,film_id,actor_code,first_name,last_name
263,47,2NW,NICK,WAHLBERG
264,47,8MJ,MATTHEW,JOHANSSON
265,47,89CD,CHARLIZE,DENCH
266,47,95DW,DARYL,WAHLBERG
267,47,127KG,KEVIN,GARLAND
268,47,143RD,RIVER,DEAN
269,47,153MK,MINNIE,KILMER
270,47,158VB,VIVIEN,BASINGER
271,48,58CA,CHRISTIAN,AKROYD
272,48,87SP,SPENCER,PECK
273,48,91CB,CHRISTOPHER,BERRY
274,48,109SD,SYLVESTER,DERN
275,48,116DS,DAN,STREEP
276,48,127KG,KEVIN,GARLAND
277,48,131JJ,JANE,JACKMAN
278,49,83BW,BEN,WILLIS
279,49,115HB,HARRISON,BALE
280,49,118CA,CUBA,ALLEN
281,49,119WJ,WARREN,JACKMAN
282,49,130GK,GRETA,KEITEL
283,49,171OP,OLYMPIA,PFEIFFER
284,49,173AD,ALAN,DREYFUSS
285,49,200TT,THORA,TEMPLE
286,50,70MM,MICHELLE,MCCONAUGHEY
287,51,46PG,PARKER,GOLDBERG
288,51,53MT,MENA,TEMPLE
289,51,73GP,GARY,PENN
290,51,133RP,RICHARD,PENN
291,51,187RB,RENEE,BALL
292,51,188RD,ROCK,DUKAKIS
293,52,35JD,JUDY,DEAN
294,52,71AG,ADAM,GRANT
295,52,83BW,BEN,WILLIS
296,52,95DW,DARYL,WAHLBERG
297,52,115HB,HARRISON,BALE
298,52,138LD,LUCILLE,DEE
299,52,177GM,GENE,MCKELLEN
300,53,6BN,BETTE,NICHOLSON
301,53,30SP,SANDRA,PECK
302,53,47JB,JULIA,BARRYMORE
303,53,70MM,MICHELLE,MCCONAUGHEY
304,53,102WT,WALTER,TORN
305,53,149RT,RUSSELL,TEMPLE
306,53,156FW,FAY,WOOD
307,54,5JL,JOHNNY,LOLLOBRIGIDA
308,54,20LT,LUCILLE,TRACY
309,54,59DT,DUSTIN,TAUTOU
310,54,62JN,JAYNE,NEESON
311,54,96GW,GENE,WILLIS
312,54,190AB,AUDREY,BAILEY
313,55,66MT,MARY,TANDY
314,55,118CA,CUBA,ALLEN
315,55,166ND,NICK,DEGENERES
316,55,173AD,ALAN,DREYFUSS
317,55,177GM,GENE,MCKELLEN
318,56,4JD,JENNIFER,DAVIS
319,56,22EM,ELVIS,MARX
320,56,33MP,MILLA,PECK
321,56,43KJ,KIRK,JOVOVICH
322,56,129DC,DARYL,CRAWFORD
323,56,136EM,ED,MANSFIELD
324,56,137MW,MORGAN,WILLIAMS
325,56,168WW,WILL,WILSON
326,57,67JB,JESSICA,BAILEY
327,57,120PM,PENELOPE,MONROE
328,57,130GK,GRETA,KEITEL
329,57,139EG,EWAN,GOODING
330,57,148ED,EMILY,DEE
331,57,172GW,GROUCHO,WILLIAMS
332,58,28WH,WOODY,HOFFMAN
333,58,44NS,NICK,STALLONE
334,58,53MT,MENA,TEMPLE
335,58,83BW,BEN,WILLIS
336,58,96GW,GENE,WILLIS
337,58,126FT,FRANCES,TOMEI
338,58,161HH,HARVEY,HOPE
339,59,81SD,SCARLETT,DAMON
340,59,104PC,PENELOPE,CRONYN
341,59,152BH,BEN,HARRIS
342,60,6BN,BETTE,NICHOLSON
343,60,41JD,JODIE,DEGENERES
344,60,76AA,ANGELINA,ASTAIRE
345,60,94KT,KENNETH,TORN
346,60,101SD,SUSAN,DAVIS
347,61,111CZ,CAMERON,ZELLWEGER
348,61,136EM,ED,MANSFIELD
349,61,138LD,LUCILLE,DEE
350,61,166ND,NICK,DEGENERES
351,61,174MB,MICHAEL,BENING
352,62,4JD,JENNIFER,DAVIS
353,62,107GD,GINA,DEGENERES
354,62,110SD,SUSAN,DAVIS
355,62,125AN,ALBERT,NOLTE
356,62,190AB,AUDREY,BAILEY
357,63,20LT,LUCILLE,TRACY
358,63,51GP,GARY,PHOENIX
359,63,56DH,DAN,HARRIS
360,63,120PM,PENELOPE,MONROE
361,63,150JN,JAYNE,NOLTE
362,63,167LB,LAURENCE,BULLOCK
363,63,197RW,REESE,WEST
364,64,30SP,SANDRA,PECK
365,64,119WJ,WARREN,JACKMAN
366,64,124SB,SCARLETT,BENING
367,64,153MK,MINNIE,KILMER
368,64,158VB,VIVIEN,BASINGER
369,64,196BW,BELA,WALKEN
370,65,32TH,TIM,HACKMAN
371,65,45RK,REESE,KILMER
372,65,95DW,DARYL,WAHLBERG
373,65,135RR,RITA,REYNOLDS
374,65,179EG,ED,GUINESS
375,66,45RK,REESE,KILMER
376,66,76AA,ANGELINA,ASTAIRE
377,66,96GW,GENE,WILLIS
378,66,98CB,CHRIS,BRIDGES
379,66,101SD,SUSAN,DAVIS
380,66,131JJ,JANE,JACKMAN
381,66,158VB,VIVIEN,BASINGER
382,67,7GM,GRACE,MOSTEL
383,67,47JB,JULIA,BARRYMORE
384,67,67JB,JESSICA,BAILEY
385,67,123JD,JULIANNE,DENCH
386,67,141CH,CATE,HARRIS
387,67,144AW,ANGELA,WITHERSPOON
388,67,155IT,IAN,TANDY
389,67,175WH,WILLIAM,HACKMAN
390,67,194MA,MERYL,ALLEN
391,67,199JF,JULIA,FAWCETT
392,68,58CA,CHRISTIAN,AKROYD
393,68,76AA,ANGELINA,ASTAIRE
394,68,114MM,MORGAN,MCDORMAND
395,68,166ND,NICK,DEGENERES
396,69,30SP,SANDRA,PECK
397,69,41JD,JODIE,DEGENERES
398,69,80RC,RALPH,CRUZ
399,69,192JS,JOHN,SUVARI
400,70,6BN,BETTE,NICHOLSON
401,70,104PC,PENELOPE,CRONYN
402,71,39GB,GOLDIE,BRODY
403,71,93EP,ELLEN,PRESLEY
404,71,183RC,RUSSELL,CLOSE
405,72,59DT,DUSTIN,TAUTOU
406,72,85MZ,MINNIE,ZELLWEGER
407,72,98CB,CHRIS,BRIDGES
408,72,149RT,RUSSELL,TEMPLE
409,72,165AG,AL,GARLAND
410,72,167LB,LAURENCE,BULLOCK
411,73,39GB,GOLDIE,BRODY
412,73,63CW,CAMERON,WRAY
413,73,77CM,CARY,MCCONAUGHEY
414,73,176JC,JON,CHASE
415,73,187RB,RENEE,BALL
416,74,9JS,JOE,SWANK
417,74,28WH,WOODY,HOFFMAN
418,74,95DW,DARYL,WAHLBERG
419,74,139EG,EWAN,GOODING
420,74,173AD,ALAN,DREYFUSS
421,74,181MC,MATTHEW,CARREY
422,75,55FK,FAY,KILMER
423,75,150JN,JAYNE,NOLTE
424,76,88KP,KENNETH,PESCI
425,76,94KT,KENNETH,TORN
426,76,122SN,SALMA,NOLTE
427,76,187RB,RENEE,BALL
428,77,30SP,SANDRA,PECK
429,77,73GP,GARY,PENN
430,77,109SD,SYLVESTER,DERN
431,77,140WH,WHOOPI,HURT
432,78,23SK,SANDRA,KILMER
433,78,77CM,CARY,MCCONAUGHEY
434,78,111CZ,CAMERON,ZELLWEGER
435,78,169KH,KENNETH,HOFFMAN
436,78,181MC,MATTHEW,CARREY
437,79,4JD,JENNIFER,DAVIS
438,79,29AW,ALEC,WAYNE
439,79,127KG,KEVIN,GARLAND
440,79,143RD,RIVER,DEAN
441,79,144AW,ANGELA,WITHERSPOON
442,80,16FC,FRED,COSTNER
443,80,173AD,ALAN,DREYFUSS
444,80,193BT,BURT,TEMPLE
445,80,200TT,THORA,TEMPLE
446,81,36BD,BURT,DUKAKIS
447,81,98CB,CHRIS,BRIDGES
448,81,132AH,ADAM,HOPPER
449,82,128CM,CATE,MCQUEEN
450,82,132AH,ADAM,HOPPER
451,82,159LB,LAURA,BRODY
452,82,189CB,CUBA,BIRCH
453,83,24CS,CAMERON,STREEP
454,83,106GD,GROUCHO,DUNST
455,83,122SN,SALMA,NOLTE
456,83,181MC,MATTHEW,CARREY
457,84,18DT,DAN,TORN
458,84,32TH,TIM,HACKMAN
459,84,44NS,NICK,STALLONE
460,84,54PP,PENELOPE,PINKETT
461,84,99JM,JIM,MOSTEL
462,84,113MH,MORGAN,HOPKINS
463,84,191GG,GREGORY,GOODING
464,84,199JF,JULIA,FAWCETT
465,85,5JL,JOHNNY,LOLLOBRIGIDA
466,85,27JM,JULIA,MCQUEEN
467,85,60HB,HENRY,BERRY
468,85,85MZ,MINNIE,ZELLWEGER
469,85,101SD,SUSAN,DAVIS
470,85,126FT,FRANCES,TOMEI
471,85,147FW,FAY,WINSLET
472,85,162OK,OPRAH,KILMER
473,85,179EG,ED,GUINESS
474,86,25KB,KEVIN,BLOOM
475,86,41JD,JODIE,DEGENERES
476,86,78GS,GROUCHO,SINATRA
477,86,166ND,NICK,DEGENERES
478,86,177GM,GENE,MCKELLEN
479,86,194MA,MERYL,ALLEN
480,87,3EC,ED,CHASE
481,87,4JD,JENNIFER,DAVIS
482,87,13UW,UMA,WOOD
483,87,16FC,FRED,COSTNER
484,87,21KP,KIRSTEN,PALTROW
485,87,30SP,SANDRA,PECK
486,87,56DH,DAN,HARRIS
487,87,64RJ,RAY,JOHANSSON
488,87,88KP,KENNETH,PESCI
489,87,98CB,CHRIS,BRIDGES
490,87,119WJ,WARREN,JACKMAN
491,87,184HG,HUMPHREY,GARLAND
492,87,190AB,AUDREY,BAILEY
493,88,21KP,KIRSTEN,PALTROW
494,88,31SS,SISSY,SOBIESKI
495,88,44NS,NICK,STALLONE
496,88,59DT,DUSTIN,TAUTOU
497,88,64RJ,RAY,JOHANSSON
498,88,69KP,KENNETH,PALTROW
499,88,116DS,DAN,STREEP
500,88,135RR,RITA,REYNOLDS
501,88,194MA,MERYL,ALLEN
502,89,15CO,CUBA,OLIVIER
503,89,22EM,ELVIS,MARX
504,89,43KJ,KIRK,JOVOVICH
505,89,81SD,SCARLETT,DAMON
506,89,129DC,DARYL,CRAWFORD
507,89,161HH,HARVEY,HOPE
508,89,176JC,JON,CHASE
509,90,26RC,RIP,CRAWFORD
510,90,34AO,AUDREY,OLIVIER
511,90,92KA,KIRSTEN,AKROYD
512,90,114MM,MORGAN,MCDORMAND
513,90,116DS,DAN,STREEP
514,90,139EG,EWAN,GOODING
515,90,144AW,ANGELA,WITHERSPOON
516,90,161HH,HARVEY,HOPE
517,91,12KB,KARL,BERRY
518,91,15CO,CUBA,OLIVIER
519,92,12KB,KARL,BERRY
520,92,52CH,CARMEN,HUNT
521,92,70MM,MICHELLE,MCCONAUGHEY
522,92,85MZ,MINNIE,ZELLWEGER
523,92,168WW,WILL,WILSON
524,93,26RC,RIP,CRAWFORD
525,93,169KH,KENNETH,HOFFMAN
526,94,44NS,NICK,STALLONE
527,94,92KA,KIRSTEN,AKROYD
528,94,131JJ,JANE,JACKMAN
529,94,150JN,JAYNE,NOLTE
530,95,76AA,ANGELINA,ASTAIRE
531,95,149RT,RUSSELL,TEMPLE
532,95,165AG,AL,GARLAND
533,95,185MB,MICHAEL,BOLGER
534,95,186JZ,JULIA,ZELLWEGER
535,96,7GM,GRACE,MOSTEL
536,96,17HV,HELEN,VOIGHT
537,96,28WH,WOODY,HOFFMAN
538,96,52CH,CARMEN,HUNT
539,96,126FT,FRANCES,TOMEI
540,96,137MW,MORGAN,WILLIAMS
541,97,65AH,ANGELA,HUDSON
542,98,111CZ,CAMERON,ZELLWEGER
543,98,125AN,ALBERT,NOLTE
544,98,187RB,RENEE,BALL
545,98,194MA,MERYL,ALLEN
546,99,48FD,FRANCES,DAY-LEWIS
547,99,144AW,ANGELA,WITHERSPOON
548,100,41JD,JODIE,DEGENERES
549,100,62JN,JAYNE,NEESON
550,100,90SG,SEAN,GUINESS
551,100,125AN,ALBERT,NOLTE
552,100,172GW,GROUCHO,WILLIAMS
553,101,16FC,FRED,COSTNER
554,101,48FD,FRANCES,DAY-LEWIS
555,101,57JC,JUDE,CRUISE
556,101,62JN,JAYNE,NEESON
557,101,129DC,DARYL,CRAWFORD
558,102,158VB,VIVIEN,BASINGER
559,102,170MH,MENA,HOPPER
560,102,188RD,ROCK,DUKAKIS
561,103,26RC,RIP,CRAWFORD
562,103,32TH,TIM,HACKMAN
563,103,51GP,GARY,PHOENIX
564,103,89CD,CHARLIZE,DENCH
565,103,92KA,KIRSTEN,AKROYD
566,103,193BT,BURT,TEMPLE
567,104,82WJ,WOODY,JOLIE
568,104,92KA,KIRSTEN,AKROYD
569,105,2NW,NICK,WAHLBERG
570,105,23SK,SANDRA,KILMER
571,105,29AW,ALEC,WAYNE
572,105,43KJ,KIRK,JOVOVICH
573,105,116DS,DAN,STREEP
574,105,123JD,JULIANNE,DENCH
575,105,144AW,ANGELA,WITHERSPOON
576,105,150JN,JAYNE,NOLTE
577,106,1PG,PENELOPE,GUINESS
578,106,65AH,ANGELA,HUDSON
579,106,124SB,SCARLETT,BENING
580,106,173AD,ALAN,DREYFUSS
581,107,12KB,KARL,BERRY
582,107,28WH,WOODY,HOFFMAN
583,107,40JC,JOHNNY,CAGE
584,107,98CB,CHRIS,BRIDGES
585,107,130GK,GRETA,KEITEL
586,107,139EG,EWAN,GOODING
587,107,142JR,JADA,RYDER
588,107,167LB,LAURENCE,BULLOCK
589,108,15CO,CUBA,OLIVIER
590,108,52CH,CARMEN,HUNT
591,108,106GD,GROUCHO,DUNST
592,109,44NS,NICK,STALLONE
593,109,53MT,MENA,TEMPLE
594,109,145KA,KIM,ALLEN
595,109,178LM,LISA,MONROE
596,109,179EG,ED,GUINESS
597,109,193BT,BURT,TEMPLE
598,109,198MK,MARY,KEITEL
599,110,13UW,UMA,WOOD
600,110,29AW,ALEC,WAYNE
601,110,83BW,BEN,WILLIS
602,110,187RB,RENEE,BALL
603,111,3EC,ED,CHASE
604,111,22EM,ELVIS,MARX
605,111,38TM,TOM,MCKELLEN
606,111,50NH,NATALIE,HOPKINS
607,111,69KP,KENNETH,PALTROW
608,111,154MG,MERYL,GIBSON
609,111,188RD,ROCK,DUKAKIS
610,112,6BN,BETTE,NICHOLSON
611,112,24CS,CAMERON,STREEP
612,112,32TH,TIM,HACKMAN
613,112,33MP,MILLA,PECK
614,112,51GP,GARY,PHOENIX
615,112,107GD,GINA,DEGENERES
616,112,130GK,GRETA,KEITEL
617,112,140WH,WHOOPI,HURT
618,113,124SB,SCARLETT,BENING
619,113,183RC,RUSSELL,CLOSE
620,114,57JC,JUDE,CRUISE
621,114,125AN,ALBERT,NOLTE
622,115,8MJ,MATTHEW,JOHANSSON
623,115,45RK,REESE,KILMER
624,115,168WW,WILL,WILSON
625,116,23SK,SANDRA,KILMER
626,116,105SC,SIDNEY,CROWE
627,116,113MH,MORGAN,HOPKINS
628,116,200TT,THORA,TEMPLE
629,117,23SK,SANDRA,KILMER
630,117,45RK,REESE,KILMER
631,117,65AH,ANGELA,HUDSON
632,117,74MK,MILLA,KEITEL
633,117,89CD,CHARLIZE,DENCH
634,117,146AJ,ALBERT,JOHANSSON
635,117,192JS,JOHN,SUVARI
636,118,11ZC,ZERO,CAGE
637,118,37VB,VAL,BOLGER
638,118,80RC,RALPH,CRUZ
639,118,100SD,SPENCER,DEPP
640,118,103ML,MATTHEW,LEIGH
641,118,149RT,RUSSELL,TEMPLE
642,119,17HV,HELEN,VOIGHT
643,119,34AO,AUDREY,OLIVIER
644,119,37VB,VAL,BOLGER
645,119,58CA,CHRISTIAN,AKROYD
646,119,127KG,KEVIN,GARLAND
647,119,128CM,CATE,MCQUEEN
648,119,193BT,BURT,TEMPLE
649,120,83BW,BEN,WILLIS
650,120,93EP,ELLEN,PRESLEY
651,120,98CB,CHRIS,BRIDGES
652,120,110SD,SUSAN,DAVIS
653,120,131JJ,JANE,JACKMAN
654,120,145KA,KIM,ALLEN
655,120,161HH,HARVEY,HOPE
656,120,167LB,LAURENCE,BULLOCK
657,121,16FC,FRED,COSTNER
658,121,51GP,GARY,PHOENIX
659,121,59DT,DUSTIN,TAUTOU
660,121,83BW,BEN,WILLIS
661,121,158VB,VIVIEN,BASINGER
662,121,162OK,OPRAH,KILMER
663,121,200TT,THORA,TEMPLE
664,122,37VB,VAL,BOLGER
665,122,53MT,MENA,TEMPLE
666,122,57JC,JUDE,CRUISE
667,122,76AA,ANGELINA,ASTAIRE
668,122,94KT,KENNETH,TORN
669,122,157GM,GRETA,MALDEN
670,122,196BW,BELA,WALKEN
671,123,92KA,KIRSTEN,AKROYD
672,123,102WT,WALTER,TORN
673,123,144AW,ANGELA,WITHERSPOON
674,123,197RW,REESE,WEST
675,124,17HV,HELEN,VOIGHT
676,124,64RJ,RAY,JOHANSSON
677,124,80RC,RALPH,CRUZ
678,124,93EP,ELLEN,PRESLEY
679,124,102WT,WALTER,TORN
680,125,15CO,CUBA,OLIVIER
681,125,23SK,SANDRA,KILMER
682,125,34AO,AUDREY,OLIVIER
683,125,65AH,ANGELA,HUDSON
684,125,138LD,LUCILLE,DEE
685,125,144AW,ANGELA,WITHERSPOON
686,125,198MK,MARY,KEITEL
687,126,24CS,CAMERON,STREEP
688,126,53MT,MENA,TEMPLE
689,126,95DW,DARYL,WAHLBERG
690,126,106GD,GROUCHO,DUNST
691,126,110SD,SUSAN,DAVIS
692,127,17HV,HELEN,VOIGHT
693,127,144AW,ANGELA,WITHERSPOON
694,127,159LB,LAURA,BRODY
695,127,187RB,RENEE,BALL
696,128,40JC,JOHNNY,CAGE
697,128,58CA,CHRISTIAN,AKROYD
698,128,88KP,KENNETH,PESCI
699,128,116DS,DAN,STREEP
700,128,155IT,IAN,TANDY
701,129,54PP,PENELOPE,PINKETT
702,129,59DT,DUSTIN,TAUTOU
703,129,62JN,JAYNE,NEESON
704,129,175WH,WILLIAM,HACKMAN
705,129,195JS,JAYNE,SILVERSTONE
706,129,197RW,REESE,WEST
707,130,59DT,DUSTIN,TAUTOU
708,130,103ML,MATTHEW,LEIGH
709,130,144AW,ANGELA,WITHERSPOON
